category,task,value,date,day
fcfs,Copy for our proces section,3,2017/01/02,wednesday
fcfs,Remove Icons from we care,1,2017/01/02,wednesday
fcfs,Bullet points for we care section,3,2017/01/02,wednesday
fcfs,Respond to Bob at UWM,2,2017/01/02,wednesday
fcfs,Respond to Chris set up meeting,2,2017/01/02,wednesday
fcfs,Confirm with Luke for friday,2,2017/01/02,wednesday
fcfs,Meet with Mike,3,2017/01/02,wednesday
one_dataset,pay swammiji,2,2017/01/09,wednesday
health,Run 3 Miles,3,2017/01/09,wednesday
personal,Order Audible and Pause,2,2017/01/09,wednesday
fcfs,Email reminder to team,2,2017/01/09,wednesday
fcfs,Respnosive people iphone,3,2017/01/09,wednesday
fcfs,Responsive contact iphone,3,2017/01/09,wednesday
fcfs,Responsive iphone landscape,5,2017/01/09,wednesday
fcfs,Respnosive benefits tablet,3,2017/01/09,wednesday
one_dataset,Add resize to scroll profile,8,2017/01/16,wednesday
personal,Back up computer,2,2017/01/16,wednesday
fcfs,responsive video intro,5,2017/01/16,wednesday
fcfs,Respnosive video image,5,2017/01/16,wednesday
fcfs,Floify demo,3,2017/01/16,wednesday
fcfs,Meet with Mike,3,2017/01/16,wednesday
personal,Respond to Joel,2,2017/01/23,wednesday
personal,Meet with Lisa and Dave,3,2017/01/23,wednesday
personal,Fill out paper for slavens,2,2017/01/23,wednesday
board,Email stephen back ,2,2017/01/23,wednesday
personal,ELG,5,2017/01/30,wednesday
one_dataset,Respond to Eliot about console.log,2,2017/01/30,wednesday
one_dataset,Sketch blog post,3,2017/01/30,wednesday
fcfs,Follow up with paresh,2,2017/01/30,wednesday
health,no fap,2,2017/02/06,wednesday
health,GVT Chest / Back,4,2017/02/06,wednesday
one_dataset,Get Radial Axis setup,3,2017/02/06,wednesday
one_dataset,Call wi th Swami Ji,3,2017/02/06,wednesday
fcfs,Update Pauls point,2,2017/02/06,wednesday
fcfs,Meet with Mike,3,2017/02/06,wednesday
fcfs,Archive feature,3,2017/02/06,wednesday
fcfs,MCR table,2,2017/02/06,wednesday
fcfs,Update Chris Point,2,2017/02/06,wednesday
one_dataset,Group by states,15,2017/02/13,wednesday
one_dataset,Remove blank space,5,2017/02/13,wednesday
one_dataset,Blog post dv1,5,2017/02/13,wednesday
one_dataset,Ski resort stats,5,2017/02/13,wednesday
personal,Back up computer,2,2017/02/13,wednesday
personal,Water Plant,1,2017/02/13,wednesday
personal,Trash,2,2017/02/13,wednesday
personal,Buy Packing Material and Pack,3,2017/02/13,wednesday
fcfs,Meet with paul,3,2017/02/13,wednesday
health,no fap,2,2017/02/13,wednesday
fcfs,Update Basecamp,2,2017/02/20,wednesday
personal,Genius bar apt,3,2017/02/20,wednesday
one_dataset,Forced Bubble,5,2017/02/20,wednesday
one_dataset,Center Radial,5,2017/02/20,wednesday
health,GVT chest / back,4,2017/02/20,wednesday
health,No fap,2,2017/02/20,wednesday
snowmass,call kimberly at HD,2,2017/02/20,wednesday
snowmass,call kimber jeff logan,3,2017/02/20,wednesday
personal,ELG ,5,2017/02/27,wednesday
personal,Reschedule Dentist,2,2017/02/27,wednesday
personal,Make root veggies,3,2017/03/06,wednesday
personal,Seb dentist,3,2017/03/06,wednesday
personal,Send back light,3,2017/03/06,wednesday
personal,Pick up Frazz perscription,2,2017/03/06,wednesday
personal,Trash,2,2017/03/06,wednesday
personal,Clean bathroom ceiling,3,2017/03/06,wednesday
personal,Clean slippy's tank,3,2017/03/06,wednesday
personal,Fix Pen,2,2017/03/06,wednesday
personal,Pull up trim rose bushes,5,2017/03/06,wednesday
snowmass,Call Juan,1,2017/03/06,wednesday
health,Orange theory,5,2017/03/06,wednesday
health,No fap,2,2017/03/06,wednesday
fcfs,Migration of IR and type,2,2017/03/13,wednesday
fcfs,Controller and IR model and setup,2,2017/03/13,wednesday
fcfs,Submit Ticket and follow up with Paresh,2,2017/03/13,wednesday
fcfs,Put list on basecamp,3,2017/03/13,wednesday
personal,Trash,2,2017/03/13,wednesday
personal,Call Luize on sprinklers,2,2017/03/13,wednesday
personal,Water yard,2,2017/03/13,wednesday
personal,Order new dish rag,2,2017/03/13,wednesday
Health,Meditate,3,2017/03/13,wednesday
Health,Orange Theory,5,2017/03/13,wednesday
Health,No Fap,2,2017/03/13,wednesday
one_dataset,area squiggles,5,2017/03/13,wednesday
one_dataset,Request API token from on the snow,5,2017/03/13,wednesday
board,compile data for visualization,5,2017/03/13,wednesday
board,Update MSWP financials,5,2017/03/13,wednesday
personal,Trim ,3,2017/03/20,wednesday
personal,Student loans,3,2017/03/20,wednesday
personal,Laundry,3,2017/03/20,wednesday
personal,Track France and son package,3,2017/03/20,wednesday
personal,Laundry,3,2017/03/20,wednesday
personal,Back up computer,2,2017/03/20,wednesday
personal,Print passwords and secuirty thigns,3,2017/03/20,wednesday
personal,Email about coaching,3,2017/03/20,wednesday
personal,Call doug mcghee,2,2017/03/20,wednesday
personal,Text Joel,3,2017/03/20,wednesday
personal,Sprinklers,2,2017/03/20,wednesday
personal,Trash,3,2017/03/20,wednesday
personal,Contact for Nanny,5,2017/03/20,wednesday
fcfs,Upate individual point systems,5,2017/03/20,wednesday
fcfs,Follw up with Prezz,2,2017/03/20,wednesday
fcfs,Research uptime and ping down,2,2017/03/20,wednesday
fcfs,Follow up with Mike,3,2017/03/20,wednesday
fcfs,Loan objection email,5,2017/03/20,wednesday
fcfs,Lender Nuetral list,3,2017/03/20,wednesday
fcfs,Speed and ram issues,3,2017/03/20,wednesday
fcfs,Test validations,3,2017/03/20,wednesday
fcfs,Sum closed lonas for current year only,3,2017/04/03,wednesday
fcfs,Chase lender letter to LL,3,2017/04/03,wednesday
fcfs,Check backups,2,2017/04/03,wednesday
fcfs,Add icons to sidebar navigation,2,2017/04/03,wednesday
fcfs,Remove credit fo prospect details page,2,2017/04/03,wednesday
fcfs,check memory,1,2017/04/03,wednesday
fcfs,Remove name from sidebar navicagion,2,2017/04/03,wednesday
fcfs,Check analytics,2,2017/04/03,wednesday
fcfs,Time stamp processsing,2,2017/04/03,wednesday
personal,Email Eliot,2,2017/04/03,wednesday
personal,Grocery store,2,2017/04/03,wednesday
personal,Check cc points,2,2017/04/03,wednesday
personal,Personal finances,2,2017/04/03,wednesday
personal,Dentist,5,2017/04/03,wednesday
personal,ELG ,5,2017/04/03,wednesday
personal,Change lightbulb,2,2017/04/03,wednesday
Snowmass,Pay HOA,3,2017/04/03,wednesday
Snowmass,Email renee about water,3,2017/04/03,wednesday
one_dataset,Email on the snow again,5,2017/04/03,wednesday
one_dataset,Input Field DV,3,2017/04/03,wednesday
fcfs,Research provident key,2,2017/04/10,wednesday
fcfs,Move homepage notes section to top,3,2017/04/10,wednesday
fcfs,Remove Devise Error,2,2017/04/10,wednesday
fcfs,Clean up specs,3,2017/04/10,wednesday
fcfs,Pull in Appform data,5,2017/04/10,wednesday
fcfs,Two column for borrower and coborrower,5,2017/04/10,wednesday
fcfs,Fix lod mailer,3,2017/04/10,wednesday
fcfs,Fix Chrises Point,5,2017/04/10,wednesday
personal,Laundry,3,2017/04/10,wednesday
personal,Trash,2,2017/04/10,wednesday
personal,Walk frazz,2,2017/04/10,wednesday
personal,Reply to Bruce,2,2017/04/10,wednesday
personal,Pay montessoir,2,2017/04/10,wednesday
personal,Call Joey Klien back,3,2017/04/10,wednesday
health,No fap,2,2017/04/10,wednesday
fcfs,Review application issue with db_prod_to_dev,5,2017/04/17,wednesday
fcfs,Blink webinar,3,2017/04/17,wednesday
personal,Trash,2,2017/04/17,wednesday
personal,Back up computer,2,2017/04/17,wednesday
personal,Buy Melanie b-day card,2,2017/04/17,wednesday
personal,Laundry,3,2017/04/17,wednesday
personal,buy Kerry Gift,3,2017/04/24,wednesday
personal,meet with Rob,2,2017/04/24,wednesday
personal,Trash,2,2017/04/24,wednesday
personal,Pack for fly fishing,5,2017/04/24,wednesday
personal,Pay for Auction Items,3,2017/04/24,wednesday
one_dataset,Email eliot,2,2017/04/24,wednesday
one_dataset,Finish Post,2,2017/04/24,wednesday
health,Orange Theory,5,2017/04/24,wednesday
Snowmass,Reply to Renee,2,2017/04/24,wednesday
one_dataset,Reply to Pest control,2,2017/04/24,wednesday
fcfs,Repond to Chris,2,2017/04/24,wednesday
fcfs,Happie Demo,3,2017/04/24,wednesday
fcfs,Meet with Mike,3,2017/04/24,wednesday
fcfs,Update Lo Recruting LO,2,2017/04/24,wednesday
fcfs,Put together list,2,2017/04/24,wednesday
personal,ELG,5,2017/05/01,wednesday
personal,Call alfosno,2,2017/05/01,wednesday
personal,Trash,2,2017/05/01,wednesday
personal,Ski with Joel,8,2017/05/01,wednesday
one_dataset,Add comments to chord diagram code,3,2017/05/08,wednesday
one_dataset,Research purchase bootrap template,3,2017/05/08,wednesday
one_dataset,Create chord diagram gist,3,2017/05/08,wednesday
fcfs,Chage date,3,2017/05/08,wednesday
fcfs,Check db backups,2,2017/05/08,wednesday
fcfs,Instructions emailed to clients,2,2017/05/08,wednesday
personal,Personal Fiancnes,3,2017/05/08,wednesday
personal,Water plant,1,2017/05/08,wednesday
personal,Trash,2,2017/05/08,wednesday
personal,Back up computer,3,2017/05/08,wednesday
personal,Lunch with Karan,3,2017/05/08,wednesday
fcfs,Email Job Posting to Mike agoing,2,2017/05/15,wednesday
fcfs,Follow up with Paresh,2,2017/05/15,wednesday
fcfs,Email Mike about listing agent,1,2017/05/15,wednesday
personal,Personal fiances,2,2017/05/15,wednesday
personal,Blow out garage,3,2017/05/15,wednesday
personal,Walk frazz,2,2017/05/15,wednesday
personal,Dr Bradely,2,2017/05/15,wednesday
personal,Trash,2,2017/05/15,wednesday
health,Gratitude breathwork and Focus,5,2017/05/15,wednesday
one_dataset,email galvenize contact,2,2017/05/15,wednesday
one_dataset,galvenize info call,3,2017/05/15,wednesday
one_dataset,thank you to Travis,2,2017/05/15,wednesday
board,vote,2,2017/05/15,wednesday
board,Reply to lease review email,3,2017/05/15,wednesday
personal,trash,2,2017/05/22,wednesday
personal,Email eliot,2,2017/05/22,wednesday
personal,Walk frazz,2,2017/05/22,wednesday
personal,Reply to Joel,2,2017/05/22,wednesday
snowmass,email renee,3,2017/05/22,wednesday
one_dataset,update profile projects,8,2017/05/29,wednesday
health,Run 3 miles,5,2017/05/29,wednesday
health,Breathwork,5,2017/05/29,wednesday
fcfs,Update point,3,2017/05/29,wednesday
fcfs,Update lo recruiting,3,2017/05/29,wednesday
fcfs,Meet with Mike,3,2017/05/29,wednesday
personal,water garden,2,2017/06/05,wednesday
personal,Call mom and leslie,3,2017/06/05,wednesday
personal,Call in Frzz persctiption,2,2017/06/05,wednesday
personal,Trash,2,2017/06/05,wednesday
personal,ELG,3,2017/06/05,wednesday
health,mt. bike,8,2017/06/05,wednesday
health,Breathwork journal,5,2017/06/05,wednesday
one_dataset,Setup google doc for job posts,3,2017/06/05,wednesday
one_dataset,put some jobs in spreadsheet,3,2017/06/05,wednesday
one_dataset,Send out tweet blog,2,2017/06/05,wednesday
fcfs,Update chris LOD email,3,2017/06/05,wednesday
one_dataset,project modal dv1,5,2017/06/12,wednesday
health,breathwork and journal,5,2017/06/12,wednesday
personal,Bay Laptop and bay,3,2017/06/19,wednesday
health,lift,5,2017/06/19,wednesday
health,breathwork and journal,5,2017/06/19,wednesday
one_dataset,Respond to eliot,2,2017/06/19,wednesday
fcfs,referaal notes,5,2017/06/19,wednesday
personal,water gardn,2,2017/06/26,wednesday
personal,Deposit check,2,2017/06/26,wednesday
fcfs,add referral partners to birthdays,8,2017/06/26,wednesday
fcfs,Delete old branches,2,2017/06/26,wednesday
fcfs,Add restaurants,3,2017/06/26,wednesday
fcfs,Encrypte senstive infor,5,2017/06/26,wednesday
fcfs,create client RP table,5,2017/06/26,wednesday
fcfs,create tabel for referral concierge,3,2017/06/26,wednesday
fcfs,Rename local variable clientfile,2,2017/06/26,wednesday
fcfs,Add facebook linked to basecamp,1,2017/06/26,wednesday
fcfs,Add yelpo,2,2017/06/26,wednesday
fcfs,Add full address,2,2017/06/26,wednesday
fcfs,Add birthdays ,2,2017/06/26,wednesday
fcfs,Delete LO recruiting,3,2017/06/26,wednesday
fcfs,Referral given to basecamp,1,2017/06/26,wednesday
one_dataset,email chris onan,3,2017/06/26,wednesday
personal,ELG,5,2017/07/03,wednesday
personal,Trash,2,2017/07/03,wednesday
personal,Water plant,1,2017/07/03,wednesday
health,Breakwork and Journal,5,2017/07/03,wednesday
fcfs,meet with mike,3,2017/07/10,wednesday
personal,Lunch with Leslie,3,2017/07/10,wednesday
personal,Dinner with Mike and Chris,5,2017/07/10,wednesday
personal,Pick up perscription,2,2017/07/10,wednesday
personal,Call oakley,2,2017/07/10,wednesday
personal,Grocery,2,2017/07/10,wednesday
board,email lisa,2,2017/07/10,wednesday
fcfs,look into closing anniversary issue,3,2017/07/17,wednesday
personal,pick up frazz,2,2017/07/17,wednesday
personal,Clean up living room,3,2017/07/17,wednesday
personal,Clean up dog streeker,3,2017/07/17,wednesday
health,Meditate,3,2017/07/17,wednesday
one_dataset,Call luke,3,2017/07/17,wednesday
one_dataset,Prepare to Meet Chris Onan,3,2017/07/17,wednesday
one_dataset,Meet with Chris Onan,5,2017/07/17,wednesday
board,Board Meeting,5,2017/07/17,wednesday
board,Email mary,2,2017/07/17,wednesday
board,Get mintues format prepared,3,2017/07/17,wednesday
one_dataset,Reach out to Ben and schedule interview,3,2017/07/24,wednesday
personal,Call Lawn doctor,2,2017/07/24,wednesday
personal,Menu groceries,3,2017/07/24,wednesday
personal,Couceling,5,2017/07/24,wednesday
personal,Print insurrnce contact,2,2017/07/24,wednesday
health,meditate,3,2017/07/24,wednesday
personal,water garden,2,2017/07/24,wednesday
personal,Adina's car,3,2017/07/31,wednesday
personal,Call about dad camping,2,2017/07/31,wednesday
personal,Water plant,1,2017/07/31,wednesday
personal,Laundry,3,2017/07/31,wednesday
personal,Dog poop,3,2017/07/31,wednesday
personal,Dog food,3,2017/07/31,wednesday
personal,Pack,3,2017/07/31,wednesday
personal,Water garden,2,2017/07/31,wednesday
one_dataset,Follow up with grahm,5,2017/07/31,wednesday
one_dataset,Follow up meail to Ben,3,2017/07/31,wednesday
one_dataset,Interview with Recurtor,2,2017/07/31,wednesday
snowmass,call renee,3,2017/07/31,wednesday
snowmass,Reach out Helpers,3,2017/07/31,wednesday
snowmass,pay Hoa,3,2017/07/31,wednesday
snowmass,call george seachrist,3,2017/07/31,wednesday
snowmass,Pay lawn,3,2017/07/31,wednesday
snowmass, Issues with Renee,3,2017/08/07,wednesday
personal,Adina's car,3,2017/08/14,wednesday
personal,Call about dad camping,2,2017/08/14,wednesday
personal,Water plant,1,2017/08/14,wednesday
personal,Laundry,3,2017/08/14,wednesday
personal,Dog poop,3,2017/08/14,wednesday
personal,Dog food,3,2017/08/14,wednesday
personal,Pack,3,2017/08/14,wednesday
personal,Water garden,2,2017/08/14,wednesday
one_dataset,Follow up with grahm,5,2017/08/14,wednesday
one_dataset,Follow up meail to Ben,3,2017/08/14,wednesday
one_dataset,Interview with Recurtor,2,2017/08/14,wednesday
snowmass,call renee,3,2017/08/14,wednesday
snowmass,Reach out Helpers,3,2017/08/14,wednesday
snowmass,pay Hoa,3,2017/08/14,wednesday
snowmass,call george seachrist,3,2017/08/14,wednesday
snowmass,Pay lawn,3,2017/08/14,wednesday
fcfs,reply to luk,5,2017/08/21,wednesday
fcfs,Order tasks,3,2017/08/21,wednesday
personal,Laudry,3,2017/08/21,wednesday
personal,back up computer,2,2017/08/21,wednesday
personal,Dog poop,3,2017/08/21,wednesday
personal,Respond to Joel Wedding plan,2,2017/08/21,wednesday
personal,water plant,1,2017/08/21,wednesday
personal,eye solution,2,2017/08/21,wednesday
personal,Call overhead door,2,2017/08/21,wednesday
personal,Treash,2,2017/08/21,wednesday
snowmass,Send back Docs,3,2017/08/21,wednesday
fcfs,Add power of attorney tasks,3,2017/08/28,wednesday
fcfs,Run bundle audit brakeman,3,2017/08/28,wednesday
fcfs,Add details to member template,2,2017/08/28,wednesday
fcfs,Add cobaorrower to mailer message,3,2017/08/28,wednesday
fcfs,Get specs passing,3,2017/08/28,wednesday
fcfs,Co-borrower migartions controller,3,2017/08/28,wednesday
fcfs,Co-borrower section to processing form,3,2017/08/28,wednesday
health,Mediate,5,2017/08/28,wednesday
health,Yoga,5,2017/08/28,wednesday
health,Lift,5,2017/08/28,wednesday
personal,Oil Change,3,2017/08/28,wednesday
personal,Hair cut,3,2017/08/28,wednesday
personal,Dog poop,3,2017/08/28,wednesday
personal,Trash,2,2017/08/28,wednesday
snowmass,Follow up w HD again,2,2017/09/04,wednesday
gear lift,detemine height range,5,2017/09/11,wednesday
gear lift,Ski size range,5,2017/09/11,wednesday
personal,Get federal ,2,2017/09/11,wednesday
personal,Update audible,2,2017/09/11,wednesday
personal,Get student loan info,2,2017/09/11,wednesday
personal,Update square space,2,2017/09/11,wednesday
personal,Sign up for southwest perks,2,2017/09/11,wednesday
personal,Cancel adobe,2,2017/09/11,wednesday
personal,Dog poop,3,2017/09/11,wednesday
personal,Update DNS Simple,2,2017/09/11,wednesday
personal,Water plant,1,2017/09/11,wednesday
personal,Trash,1,2017/09/11,wednesday
personal,water gardn,2,2017/09/11,wednesday
health,Run 2.5 ,5,2017/09/11,wednesday
snowmass,Pay bishop plumbing,3,2017/09/11,wednesday
one_dataset,meet with mike,3,2017/09/11,wednesday
personal,water garden,2,2017/09/18,wednesday
personal,Dog poop,3,2017/09/18,wednesday
personal,Laundry,2,2017/09/18,wednesday
personal,Trash,2,2017/09/18,wednesday
personal,Pay toll,2,2017/09/18,wednesday
personal,Adina Gift,5,2017/09/18,wednesday
personal,Pay alarm permit,8,2017/09/18,wednesday
health,run 2.5 miles,5,2017/09/18,wednesday
snowmass,pay hoa,3,2017/09/18,wednesday
snowmass,call chase about address,3,2017/09/18,wednesday
snowmass,call freedom mortgage,3,2017/09/18,wednesday
one_dataset,review NDA,3,2017/09/18,wednesday
one_dataset,email mike list,3,2017/09/18,wednesday
gear lift,determine user flow of skis,5,2017/09/25,wednesday
personal,water plant,1,2017/09/25,wednesday
personal,dog poop,3,2017/09/25,wednesday
personal,backup computer,2,2017/09/25,wednesday
personal,trash,2,2017/09/25,wednesday
personal,bank,2,2017/09/25,wednesday
personal,passport photo,3,2017/09/25,wednesday
personal,menu groceries,3,2017/09/25,wednesday
personal,laundry,3,2017/09/25,wednesday
personal,fill tire,2,2017/09/25,wednesday
board,respond to taylor,2,2017/09/25,wednesday
one_dataset,resond to HIS,2,2017/09/25,wednesday
one_dataset,email about about uber,3,2017/09/25,wednesday
snowmass,email renee,3,2017/09/25,wednesday
board,Respond to gaby,3,2017/10/02,wednesday
personal,Dog poop,3,2017/10/02,wednesday
personal,Menu Groceries,3,2017/10/02,wednesday
personal,Get tail light fixed,3,2017/10/02,wednesday
personal,Dinner with Tammi and Gannon,5,2017/10/02,wednesday
personal,Trash,2,2017/10/02,wednesday
gear lift,Display skier profile in results,5,2017/10/02,wednesday
